OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
2373,6,100094732,Blackgate to river,OPEN,Walking Track,58.0549322816777
2374,2,100094749,Cowshed Bay Track,OPEN,Walking Track,457.912843652932
2375,3,100094922,Stonehurst Track,OPEN,Tramping Track,13458.5036600495
2376,6,100095008,Rainbow Mtn - Te Ara Ahi,OPEN,Walking Track,4559.42087379899
2377,2,100095009,Rainbow Mtn - Te Ranga,OPEN,Tramping Track,2338.2442800043
2378,2,100095525,TT CAR PARK TO TT ENTRANCE,OPEN,Short Walk,67.1276805187927
2379,3,100095597,MARAMATAHA TRACK,OPEN,Tramping Track,3196.57503414181
2380,2,100095856,Kakahu Track,OPEN,Walking Track,5989.57035460169
2381,2,100095857,Escarpment Track,OPEN,Walking Track,469.577613755534
2382,6,100095883,DUNSTAN PASS TRACK,OPEN,Tramping Track,3415.47675641042
2383,6,100095886,CHAIN HILLS ACCESS TK,OPEN,Tramping Track,3346.34424889536
2384,6,100095889,CLUDEN CK CONS AREA tk - bottom easement,OPEN,Tramping Track,788.93698477866
2385,6,100095890,CLUDEN CK CONS AREA tk - top easement,OPEN,Tramping Track,2182.88028991453
2386,2,100095902,Leaning Lodge Track,OPEN,Tramping Track,127.267867439381
2387,6,100095973,GLT Waihora Section,OPEN,Walking Track,13014.3453126703
2388,2,100096009,Langdon Kiln Track,OPEN,Walking Track,463.476866658316
2389,2,100096118,Oparara - Fenian Link Track,OPEN,Walking Track,6642.15215967331
2390,2,100096219,MANGAWHAI/ BRYNDERWYN LINK TRACK,OPEN,Tramping Track,3506.91373847852
2391,2,100096246,NORTHERN DV WALK,OPEN,Walking Track,4755.95636961204
2392,2,100096247,PARADISE ONEURA EASY TRAMPING TK,OPEN,Easy Tramping Track,1664.84150510862
2393,2,100096248,SOUTHERN DV WALK,OPEN,Walking Track,5170.91521881189
2394,6,100096293,Rangatira Loop Walk,OPEN,Walking Track,1830.93248737169
2395,3,100096354,Piropiro Campsite Access Track (TT),OPEN,Short Walk,67.3307226190941
2396,6,100096491,Sawyers Creek Track TAT,OPEN,Tramping Track,2377.65298954893
2397,6,100096492,Parsons Creek Track,OPEN,Tramping Track,483.918265922368
2398,2,100096496,Braemar Landslip Creek Easement,OPEN,Tramping Track,9792.16835454194
2399,2,100096497,Braemar Dome Easement,OPEN,Tramping Track,6043.8061913334
2400,2,100096541,Konini Track,OPEN,Walking Track,1300.70860748158
2401,2,100096578,Dog Gully easement,OPEN,Route,5376.28364729154
2402,2,100096579,Baldy Knob Easement,OPEN,Route,11471.7316275784
2403,2,100096583,Sailors Cutting Track A2O,OPEN,Walking Track,2247.01654877324
2404,2,100096951,White Heron Colony Walking Track,OPEN,Walking Track,857.457972406776
2405,6,100097116,Campground North to River,OPEN,Walking Track,114.993633392905
2406,6,100097117,Campground South to River,OPEN,Walking Track,17.5741508567374
2407,2,100097184,Toi Toi track,OPEN,Tramping Track,1821.67939948994
2408,2,100097186,TT to Hauhungaroa tk/Bog Inn tk Junction,OPEN,Tramping Track,948.227665825945
2409,6,100097191,OTITO TRACK,OPEN,Walking Track,441.278378498991
2410,6,100097198,Access Tracks around Rangatira Flat,OPEN,Walking Track,531.822243640897
2411,2,100097367,Mokihinui Forks Hut to Goat Creek Hut,OPEN,Easy Tramping Track,7803.38957816136
2412,2,100097368,Goat Creek Hut to Stern Hut,OPEN,Easy Tramping Track,12318.4317860475
2413,2,100097371,Stern Hut to Ghost Lake Hut,OPEN,Easy Tramping Track,11130.493635766
2414,2,100097372,Ghost Lake Hut to Lyell Saddle Hut,OPEN,Easy Tramping Track,10317.6639399669
2415,2,100097569,Tarawera Trail - Carpark to Landing,OPEN,Walking Track,2088.75085019579
2416,2,100097571,Tarawera Trail - Landing to HWB,OPEN,Tramping Track,11759.8468809196
2417,2,100097605,Athenree wetland loop walk,OPEN,Walking Track,1008.26983029637
2418,2,100097762,Shag Rock Track,OPEN,Walking Track,216.246191934461
2419,2,100097802,Memorial Track,OPEN,Walking Track,93.6786051623364
2420,6,100097919,Mangamuka Summit Track,OPEN,Tramping Track,2573.89686959962
2421,6,100098053,WEST COAST GULLY TRACK,OPEN,Tramping Track,6997.73925804507
2422,6,100098054,EASTERN HILLS TRACK,OPEN,Tramping Track,4511.52914014648
2423,5,100098122,Mangamuka Track (TAT),OPEN,Tramping Track,15457.5839404832
2424,2,100098134,Workshop to VC Track,OPEN,Walking Track,66.7941500305426
2425,2,100098229,Ports Water Race Track,OPEN,Tramping Track,19952.9119946767
2426,2,100098392,Te Araroa - Puhoi Track,OPEN,Tramping Track,1181.35489093497
2427,2,100098393,Te Araroa - Smyth Bush Track,OPEN,Tramping Track,82.7298065868493
2428,2,100098405,Te Kopia Short Walk,OPEN,Short Walk,200.304806168671
2429,6,100098723,BUTTERFIELDS WETLAND TRACK,OPEN,Walking Track,1100.99407223429
2430,2,100098887,MARSDEN CROSS WALK - TRUST SECTION,OPEN,Walking Track,1056.82948683156
2431,2,100098987,GLT Waihora Camp Section,OPEN,Walking Track,951.510112744875
2432,6,100099120,Pinnacles Ridge Track,OPEN,Walking Track,1225.80174722285
2433,6,100099159,MIDDLE WAIPAPA RIVER TK,CLSD,Tramping Track,5105.90385194793
2434,2,100099401,Mt Martha Track TAT,OPEN,Tramping Track,5150.21497172603
2435,2,100099405,Momorangi Forest Experience Track,OPEN,Walking Track,353.205762979673
2436,6,100099417,Weta Walk Pelorus Bridge Campsite,OPEN,Walking Track,190.844094602366
2437,2,100099563,Outback loop MMBT,OPEN,Mountain Bike Track,1452.546248106
2438,2,100099564,Dragons Tail MMBT,OPEN,Mountain Bike Track,170.477745022753
2439,2,100099565,St Johns MMBT,OPEN,Mountain Bike Track,554.830501045803
2440,2,100100124,Pitfall Drop MMBT,OPEN,Mountain Bike Track,152.992128283535
2441,2,100100125,100 acre wood Kids Loop MMBT,OPEN,Mountain Bike Track,193.206608057247
2442,2,100100126,Gas Explosion MMBT,OPEN,Mountain Bike Track,100.457336184525
2443,2,100100261,Kuranui Bay Exit MMBT,OPEN,Mountain Bike Track,484.38428207781
2444,2,100100284,Bridge Run MMBT,OPEN,Mountain Bike Track,123.295644911873
2445,6,100100299,Kerosene Creek Track,OPEN,Mountain Bike Track,1951.30432404733
2446,2,100100658,Langer Cottage access track,OPEN,Tramping Track,954.663638573498
2447,6,100100689,Lutine Pool Walk,OPEN,Walking Track,439.692447019738
2448,2,100100981,Beach Access Track,OPEN,Walking Track,28.4103876532472
2449,2,100101020,North Egmont Boardwalk Track,OPEN,Short Walk(disabled),74.7561187514522
2450,2,100101059,MOUNT IRON - ALBERT TOWN LINK TRACK,OPEN,Walking Track,303.602949211925
2451,2,100101254,Big Ben Route,OPEN,Route,2885.19587787146
2452,2,100101284,Dry Acheron Track,OPEN,Tramping Track,7839.69059322
2453,2,100101285,Clay Gully Track,OPEN,Tramping Track,458.572945546732
2454,6,100101294,Timperley Bush Walk Track,OPEN,Walking Track,159.55152206887
2455,2,100101427,Cattle Creek Easement,OPEN,Route,3120.28380877713
2456,6,100101918,Matakaea Walk,OPEN,Short Walk,101.366034020833
2457,2,100102008,MATA-AU CLUTHA LOOKOUT TRACK,OPEN,Walking Track,392.699523081335
2458,2,100102074,Tarawera Falls to Lake Tarawera Shortcut,OPEN,Walking Track,231.235731345633
2459,3,100102273,Kaniere Wards Rd to Hurunui Jacks TRAIL,OPEN,Walking Track,3920.73169988385
2460,2,100102377,Seal Viewing Walk,OPEN,Short Walk,94.8627995185595
2461,2,100102417,SOUTH POTTERS TRACK,OPEN,Walking Track,2028.51024896439
2462,2,100102637,GOLDEN POINT BATTERY TRACK,OPEN,Walking Track,284.797745348061
2463,2,100102946,Blairich Ridge Mountain Bike Track,OPEN,Mountain Bike Track,2084.91556671799
2464,2,100103106,Tararu Track,OPEN,Tramping Track,5203.58038585087
2465,6,100100690,Nuggety Creek Walk,OPEN,Walking Track,1559.15692256665
2466,2,100031394,OKATAINA CAMP TRACK/WAIPUNGA TRACK,OPEN,Walking Track,2206.02777622389
2467,2,100039135,LITTLE BIG WALL TRACK,OPEN,Tramping Track,521.187787958892
2468,6,100087821,FOREST HILL LOOP TRACK,OPEN,Walking Track,1466.85691596704
2469,6,100031835,FOREST HILL WALK TO LOOKOUT JCN,OPEN,Walking Track,3069.90236473396
2470,6,100046050,Mt Thompson to Waitohu Road End,OPEN,Tramping Track,5028.89771074863
2471,6,100065827,Kaitawa Stream to Mt Thompson,OPEN,Tramping Track,4612.95331910157
2472,6,100038565,DISPUTE COVE TRACK,OPEN,Walking Track,335.025825123084
2473,2,100045264,Bushy Top to Mid Wairoa Hut,OPEN,Tramping Track,5006.47722079686
2474,6,100045262, L. Wairoa road end to Barrys Flat,OPEN,Tramping Track,11238.3653574908
2475,2,100094215,Tawa Loop track,OPEN,Walking Track,3288.09757654369
2476,2,100044915,Upper Gorge Track,OPEN,Walking Track,643.299593103751
2477,2,100064671,MANAWATU GORGE TK,OPEN,Walking Track,6902.73548612838
2478,2,100044235,MANAWATU GORGE LOOP WALK,OPEN,Walking Track,879.934023392038
2479,6,100035361,TRILOBITE CRPK TO CHAFFEY HUT,OPEN,Tramping Track,5478.75478300503
2480,2,100031788,LAKE PEEL TK,OPEN,Tramping Track,4910.04934730287
2481,6,100031787,BULLOCK TRACK,OPEN,Tramping Track,3964.63441382539
2482,6,100066717,COBB RIDGE TO BULLOCK TRACK,OPEN,Tramping Track,4863.35279043934
2483,6,100045955,ASBESTOS TK,OPEN,Tramping Track,6888.8024393752
2484,2,100103187,BLUENOSE TRACK,OPEN,Tramping Track,873.54743303952
2485,6,100085581,TIMARU CREEK / BREAST HILL TRACK,OPEN,Tramping Track,35777.8891878435
2486,6,100038822,GRANDVIEW RIDGE TRACK,OPEN,Tramping Track,35591.3781170762
2487,2,100091309,Craigroy tramping track,OPEN,Tramping Track,9029.76120893688
2488,2,100104092,UPPER PIPECLAY TRACK,OPEN,Tramping Track,3926.56481614448
2489,2,100104093,1220 TRACK,OPEN,Walking Track,1433.33888275167
2490,2,100091286,MIDDLE POTTERS TRACK,OPEN,Walking Track,2330.30991723474
2491,2,100104159,Domain Track,OPEN,Walking Track,663.591215087829
2492,2,100044687,Karikari Bay Track,OPEN,Walking Track,524.689008030731
2493,2,100097917,TE ARAROA TRACK,OPEN,Tramping Track,5502.63605925733
2494,2,100066308,"GIANT KAURI STUMP WALK, OMAHUTA",OPEN,Walking Track,59.1001945807062
2495,2,100096883,Te Ara o Mahurangi,OPEN,Walking Track,1836.48981233165
2496,2,100000723,WAITAANGA STH RD TO DOC BOUNDARY- HAGENS,OPEN,Tramping Track,2675.22819528289
2497,2,100066646,DOC BOUNDARY TO TE REREPAHUPAHU FALLS,OPEN,Tramping Track,8424.648834572
2498,2,100066503,Lake Ngatu Track,OPEN,Walking Track,3348.68894455992
2499,5,100066504,Rarawa Beach Track,OPEN,Walking Track,465.348580447338
2500,6,100035392,Kapowairua to Tapotupotu Track (Icon),OPEN,Tramping Track,17562.7011994025
2501,2,100066816,MAVORA W/WAY - BOUNDARY TO POND BURN,OPEN,Tramping Track,12107.5468802469
2502,5,100030366,FORKS HUT ROUTE,OPEN,Route,8636.26881115385
2503,5,100045745,NTH MAVORA LAKE SWINGBRIDGE TO KIWIBURN,OPEN,Tramping Track,12495.4474147542
2504,2,100093045,JOHNSTON'S UNITED BATTERY TRACK,OPEN,Tramping Track,519.819860761301
2505,2,100046505,RICHMOND FLAT TRACK,OPEN,Route,1134.96971514185
2506,2,100045094,GOLDFIELDS TRACK,OPEN,Walking Track,5487.00064468665
2507,2,100066162,BROWN HUT TO SHAKESPEARE TK JUNCTION,OPEN,Great Walk,5010.6134729067
2508,6,100045256,Pearse Valley route,OPEN,Route,4991.53268318886
2509,2,100088242,Hope Saddle viewpoint track,OPEN,Short Walk,135.174320070741
2510,2,100030346,WARD ST-WEST BAY LINK TRACK,OPEN,Walking Track,998.329901214486
2511,2,100066561,ANGLERS WALK,OPEN,Walking Track,2242.64685182257
2512,6,100045578,PINCHGUT TRACK (NLNP),OPEN,Walking Track,2609.89735481631
2513,2,100066797,Larrys Creek Track,OPEN,Tramping Track,2826.64190478491
2514,2,100044697,HINAU TRACK,OPEN,Walking Track,689.934052964318
2515,2,100046334,SPANIARD SPUR TK,OPEN,Tramping Track,1929.41289311186
2516,2,100045871,MT FYFFE HUT/KOWHAI SADDLE ROUTE,OPEN,Tramping Track,7021.3819873693
2517,3,100066172,Haylocks Bay Dray Track,OPEN,Walking Track,474.925710325242
2518,6,100066777,AWAROA HUT TO ONETAHUTI BEACH,OPEN,Great Walk,6340.92874407961
2519,2,100043068,Craigieburn Edge Track,OPEN,Easy Tramping Track,4390.47600980499
2520,2,100103620,Thomas River Track,OPEN,Easy Tramping Track,1364.36200681011
2521,2,100103621,Terraces Link Track,OPEN,Easy Tramping Track,327.083113082144
2522,2,100103622,Leith Hill Loop Track,OPEN,Easy Tramping Track,4214.2660525063
2523,2,100030240,Crater Rim Track,OPEN,Walking Track,718.86641846032
2524,2,100066463,Rangitoto Summit Track,OPEN,Walking Track,2822.54712211251
2525,2,100103616,Cuckoo Creek Track,OPEN,Easy Tramping Track,1502.22058130121
2526,2,100103617,Cockayne Alley Track,OPEN,Easy Tramping Track,3158.76704300023
2527,2,100037873,Helicopter Hill Track,OPEN,Easy Tramping Track,526.332273300533
2528,2,100031521,AUKOPAE TUNNEL TRACK,OPEN,Tramping Track,964.147408584437
2529,2,100044913,TE MAIRE LOOP TRACK,OPEN,Walking Track,3619.16067654263
2530,2,100100200,Duncan Face Route,OPEN,Tramping Track,1906.69962395333
2531,2,100120975,Hunter Hills Easement Track,OPEN,Tramping Track,5006.33273782035
2532,2,100120976,Trotters Creek Track,OPEN,Tramping Track,1401.35241635297
2533,2,100083095,Morepork Track,OPEN,Tramping Track,3995.52263867412
2534,6,100083321,Burnett Mts easement,OPEN,Tramping Track,1021.60167965574
2535,2,100104066,Observation Beach Track,OPEN,Easy Tramping Track,600.751843383167
2536,2,100096490,FEEHLY HILL TRACK,OPEN,Walking Track,877.348546940892
2537,2,100089266,APARIMA HUT/PRINCHESTER SADDLE ROUTE,OPEN,Tramping Track,11231.3825093702
2538,5,100045950,APARIMA HUTS/SPENCE BURN JCTN ROUTE,OPEN,Route,2153.32657301405
2539,6,100103706,Environment Centre Link Track,OPEN,Easy Tramping Track,193.045728553383
2540,2,100046377,PUPONGA HILLTOP WALK,OPEN,Tramping Track,7897.62506996209
2541,2,100031530,Camp Saddle Track,OPEN,Easy Tramping Track,2388.50022878476
2542,6,100090831,T.A. Buicks Bridge-Potts Bridge,OPEN,Tramping Track,21333.2727853299
2543,2,100031582,BORLAND RD/GREEN LAKE HUT,OPEN,Tramping Track,6952.1466591231
2544,2,100031583,GREEN LAKE HUT/MONOWAI ROADEND,OPEN,Tramping Track,11330.1697744025
2545,2,100045372,MORAINE CREEK ROUTE,OPEN,Route,4310.93960465948
2546,6,100066276,GILLESPIE PASS CIRCUIT TRACK,OPEN,Tramping Track,26916.8065878262
2547,2,100066278,SIBERIA TRACK,OPEN,Easy Tramping Track,6802.23464703623
2548,6,100083318,Tasman River Track A2O,OPEN,Easy Tramping Track,10776.3100176972
2549,4,100082997,Jollie gorge easement,OPEN,Tramping Track,932.683281256676
2550,2,100030340,RIBBONWOOD PATH - GLENCOE BRIDGE SHORT,OPEN,Short Walk,103.945606294677
2551,4,100044531,BOWEN BUSH TRACK,OPEN,Short Walk,220.353766696389
2552,2,100030339,TERRACE RD PATH  - THE MALL TO YHA,OPEN,Short Walk,960.947800776414
2553,5,100035492,BUSH EDGE PATH - SHELTER TO RED TARNS,OPEN,Short Walk(disabled),552.506410977791
2554,2,100030349,TASMAN LAKE TRACK,OPEN,Walking Track,1419.10428818151
2555,5,100045894,WAKEFIELD TRACK,CLSD,Track - historic,3754.39095939953
2556,6,100039563,Dusky trail,OPEN,Tramping Track,23132.3211071489
2557,2,100045371,KIWI BURN HUT TRACK,OPEN,Tramping Track,4428.06222530871
2558,2,100067025,MARAROA RIVER TO KIWI BURN TK,OPEN,Tramping Track,3407.34467225357
2559,5,100045594,KIWI BURN HUT TO WHITESTONE RIVER ROUTE,OPEN,Route,11307.6821330588
2560,2,100084686,MOUNT MELINA TRACK,OPEN,Tramping Track,8270.47432498924
2561,2,100084685,MT PROSPECT TRACK,OPEN,Tramping Track,8956.68243621308
2562,6,100084684,MELINA RIDGE TRACK,OPEN,Tramping Track,21136.2385842204
2563,6,100066807,STH BORLAND TK,OPEN,Tramping Track,5878.24815597107
2564,2,100045647,BORLAND NATURE TRACK,OPEN,Walking Track,1532.17928257507
2565,5,100045746,GERTRUDE VALLEY/SADDLE TRACK,OPEN,Tramping Track,4295.59036511637
2566,6,100045946,WAIKAIA RIVER TK,OPEN,Tramping Track,7009.1998854867
2567,2,100045896,Temple Viewpoint Track,OPEN,Tramping Track,1750.98637014681
2568,2,100090820,Flanagan Pass trail,OPEN,Tramping Track,11492.8564299191
2569,6,100045984,Dingle Burn Track,OPEN,Tramping Track,2797.66223146398
2570,2,100032007,Ahuriri Valley Track,OPEN,Tramping Track,16480.8617808711
2571,2,100086189,GRANDVIEW MOUNTAIN TRACK,OPEN,Tramping Track,8617.29812459682
2572,6,100094230,Mt Studholme Track,OPEN,Tramping Track,14043.8384342153
2573,3,100066281,St James W/Way-Boyle Shelter to Magdal,OPEN,Easy Tramping Track,9340.35663433512
2574,2,100085992,Fowler Pass Track (Guyon Hut to Fowlers),OPEN,Tramping Track,15362.995213771
2575,2,100081039,HOMESTEAD TRACK,OPEN,Tramping Track,1677.90817305157
2576,2,100081037,SADDLE RIDGE TRACK,OPEN,Tramping Track,7410.26922804568
2577,2,100038215,MUTTON CREEK TRACK,OPEN,Tramping Track,5495.97586471746
2578,2,100038192,BERWEN  TRACK,OPEN,Tramping Track,5403.01040314758
2579,2,100082309,Ewe range easement,OPEN,Tramping Track,6444.06544106551
2580,2,100064823,BLUE LAKE LOOP WALK,OPEN,Short Walk,1782.80813332785
2581,2,100064824,AROUND BLUE LAKE TRACK,OPEN,Tramping Track,2909.34709658138
2582,2,100039114,"TUPAPAKURUA TRACK, DAY VISITOR SECTION",OPEN,Walking Track,980.535497170859
2583,2,100103509,"Tupapakurua Track, Back Country Section",OPEN,Tramping Track,2064.02743279389
2584,6,100044727,Waihohonu Hut to Oturere Hut Track (TNC),OPEN,Great Walk,7887.91246430954
2585,6,100045017,WAIHOHONU TRACK,OPEN,Great Walk,5719.82893787717
2586,6,100045766,Ohinepango Springs to Waihohonu Junction,OPEN,Tramping Track,1058.76751838336
2587,6,100045018,WAIHOHONU TO TAMA SADDLE TK,OPEN,Great Walk,8492.11109691971
2588,2,100045202,Sandymount / Pikiwhara Walk,OPEN,Walking Track,2529.15901492635
2589,2,100031834,WAIPOHATU PICNIC AREA TRACK,OPEN,Walking Track,727.370429707449
2590,5,100045968,IRTHING STM-MANSION HUT ROUTE,OPEN,Route,5628.74601982544
2591,2,100045386,MIDDLE TRACK- (MOUNTAIN BIKE LOOP TRACK),OPEN,Tramping Track,5580.32946917172
2592,2,100045759,WAIONE/COKERS,OPEN,Tramping Track,9857.00305913615
2593,6,100065975,TE PORERE TKS,OPEN,Walking Track,3039.71745121949
2594,2,100066847,WAKAMARINA - WAKAMARINA ROADEND TO DEVIL,OPEN,Tramping Track,6436.9573561227
2595,2,100066261,PUKATEA WALK,OPEN,Walking Track,447.375183087893
2596,2,100044692,BLACK JACK TRACK,OPEN,Walking Track,3700.10839680281
2597,2,100044693,RARANGI/WHITES BAY TRACK,OPEN,Walking Track,2389.54689810345
2598,6,100045638,CONNORS CREEK ROUTE,OPEN,Route,5328.45719756254
2599,6,100085896,Tui Track,OPEN,Tramping Track,11208.4850030779
2600,6,100046099,Hope Kiwi Track,OPEN,Tramping Track,26709.2917023033
2601,2,100121442,Hope River Horse Route,OPEN,Route,1439.80867656189
2602,2,100121264,Ashley Gorge Loop Track,OPEN,Walking Track,1010.80130675393
2603,2,100045479,Katiki Point Walking Track,OPEN,Walking Track,375.386083272852
2604,6,100031677,TUTUKAKA TRACK,OPEN,Walking Track,1314.58155853544
2605,2,100081936,PUDDING HILL TRACK,OPEN,Tramping Track,4748.45023774468
2606,2,100081935,MT AUGARDE TRACK,OPEN,Tramping Track,1565.91920820419
2607,2,100081933,MT CHISHOLM TRACK,OPEN,Tramping Track,3348.26727725085
2608,2,100039146,HOMESTEAD LOOKOUT WALK,OPEN,Walking Track,470.0519864895
2609,6,100082298,Melina Ridge track (western cwm),OPEN,Tramping Track,4761.84375019121
2610,6,100082296,Avonburn Easement TAT,OPEN,Tramping Track,9898.65618864467
2611,6,100040230,Te Henga (Raetahinga Pt - Constable Rd),OPEN,Easy Tramping Track,5840.37275417394
2612,2,100031389,Te Henga (Bethells - Raetahinga Point),OPEN,Walking Track,3714.10789533595
2613,6,100045161,Hawdon Hut Track,OPEN,Tramping Track,7928.96514865925
2614,2,100103705,Bridge Hill Track,OPEN,Easy Tramping Track,727.427969396491
2615,2,100066426,Dracophyllum Flat Track,OPEN,Easy Tramping Track,5800.26516425772
2616,2,100066424,Mistletoe Track,OPEN,Easy Tramping Track,2109.35317461458
2617,2,100031531,Hut Creek Track,OPEN,Easy Tramping Track,1089.13943317392
2618,2,100000707,The Luge Track,OPEN,Easy Tramping Track,3035.64670345393
2619,2,100066425,Environmental Education Centre Nature Wa,OPEN,Short Walk,740.645498922992
2620,6,100098677,Coal Pit Spur Track,OPEN,Easy Tramping Track,4127.1807426444
2621,2,100098675,Sidle 73 Track,OPEN,Easy Tramping Track,1012.77908525355
2622,6,100066501,Mill Bay to Coopers Beach Track,OPEN,Walking Track,278.9477027682
2623,6,100044176,LOWER WAIPAPA RIVER TK,OPEN,Tramping Track,7886.92249367959
2624,2,100066311,TARONUI BAY TK,OPEN,Walking Track,3482.18987309956
2625,2,100044863,WHANGARURU NORTH HEAD TK,OPEN,Walking Track,6008.30735509905
2626,5,100039391,PICNIC BAY TO PURIRI BAY TRACK,OPEN,Walking Track,380.235046464616
2627,2,100092754,Lake Roundabout Access Track,OPEN,Walking Track,324.650922167522
2628,4,100092539,Lake Emma to Lake Camp Track,OPEN,Walking Track,4048.14949841161
2629,2,100041702,PUKATEA TRACK,OPEN,Tramping Track,3748.76882967157
2630,2,100066305,PUKETI NATURE TRAIL,OPEN,Walking Track,1446.18146019647
2631,6,100085752,T.A. Bush Stream,OPEN,Tramping Track,29862.0878810077
2632,6,100082306,Coal river easement,OPEN,Tramping Track,2337.54670466965
2633,2,100090838,SAILORS CREEK TRAMPING TRACK,OPEN,Tramping Track,2021.40570006185
2634,6,100045548,Otago Dam Track,CLSD,Walking Track,2141.24616284325
2635,6,100032260,MID-POHANGINA HUT SIDLE,OPEN,Tramping Track,5799.1158781485
2636,2,100039507,NICHOLSONS TRACK,OPEN,Tramping Track,2666.2767658263
2637,2,100045296,KOPUWAI TK TO SISTERS TK,OPEN,Tramping Track,7713.03081762004
2638,2,100044897,POURAKINO PICNIC AREA LOOP TK,OPEN,Walking Track,1637.56201924028
2639,2,100066583,FOREST ROAD Walking Track,OPEN,Walking Track,13650.0487509883
2640,2,100042847,LOOP TRACK CONROYS CREEK HISTORIC SITES,OPEN,Walking Track,3002.3753079498
2641,6,100064822,SHEK HARN HISTORIC RESERVE TRACK,OPEN,Walking Track,1448.89776578539
2642,6,100066105,Kamahi Loop Track,OPEN,Walking Track,3622.39249221346
2643,2,100045981,PLEASANT FLAT NATURE WALK,OPEN,Short Walk,166.230341907109
2644,1,100046060,Roaring Billy Walk,OPEN,Short Walk(disabled),500.609652686451
2645,3,100082717,Suction Dredge Walk,OPEN,Walking Track,362.22522252962
2646,3,100083599,Bucket Dredge Walk,OPEN,Walking Track,905.703792441065
2647,6,100066778,TOTARANUI CAMP TO AWAROA HUT,OPEN,Great Walk,6382.25044916647
2648,2,100045918,Chummies Track,OPEN,Tramping Track,7293.41430406773
2649,6,100045095,Mini Mountain Walk,OPEN,Walking Track,44.9326471968203
2650,2,100045260,Rolling Jctn to end of grass flats,OPEN,Tramping Track,2114.84492803007
2651,2,100031332,ARATIATIA LOOKOUT WALKS,OPEN,Short Walk,559.782709060352
2652,6,100040506,Bald KnobTrack,OPEN,Walking Track,2060.0552862179
2653,2,100121813,VILLAGE LINK TRACK,OPEN,Walking Track,1523.05206300444
2654,2,100045201,Heyward Point / Purehurehu Track,OPEN,Tramping Track,4238.05852417651
2655,6,100066894,FORKS/RIVERSIDE WALK,OPEN,Walking Track,4972.63775616115
2656,2,100066919,ENCHANTED LOOKOUT TRACK,OPEN,Walking Track,239.414735484109
2657,6,100046269,LAKE CHALICE HUT/LOOP TKS,OPEN,Tramping Track,8349.1206264156
2658,6,100066871,MT PATRIARCH ROUTE,OPEN,Tramping Track,7664.46530938077
2659,2,100045799,KAITOKE HOT SPRINGS TK,OPEN,Walking Track,2450.52685110801
2660,2,100100792,Link Tk Kaitoke Hot springs to Tramline,OPEN,Easy Tramping Track,721.826076274539
2661,2,100065817,Historic KTC Tramline North Tk,OPEN,Tramping Track,8342.80590441067
2662,6,100067284,KEY SUMMIT TK,OPEN,Great Walk,1637.6575184771
2663,2,100066219,SILVERSTREAM TRACK,OPEN,Tramping Track,10270.9661167619
2664,6,100085927,Moki Track (SJCT),OPEN,Easy Tramping Track,5216.64343222857
2665,4,100085996,Peters Valley Track (SJCT),OPEN,Walking Track,7033.46663608378
2666,2,100095806,Kettle Hole Walk,OPEN,Walking Track,380.405539088293
2667,4,100090823,Te Araroa Double Hut to Lake Emily,OPEN,Tramping Track,9576.50989590289
2668,2,100043126,CAIRNMUIR HILL TRAMPING TRACK,OPEN,Tramping Track,20606.9976492888
2669,2,100103713,South Hinds Track,OPEN,Tramping Track,2484.24009235559
2670,2,100084571,LITTLE KYEBURN TRAMPING TRACK,OPEN,Tramping Track,4141.15185270906
2671,6,100045021,MAHIA SR TK,OPEN,Tramping Track,3752.15013927398
2672,6,100122170,WHAKAPAPA NATURE WALK River Side Loop,OPEN,Short Walk,139.953857131996
2673,6,100066340,WHAKAPAPA NATURE WALK,OPEN,Short Walk(disabled),258.232563298907
2674,2,100031425,KORORIPO PA WALK,OPEN,Short Walk,851.956243287087
2675,2,100031426,HONGI HIKA WALK,OPEN,Walking Track,1093.08058097363
2676,6,100101711,GALLOWAY - 205 to 200,OPEN,Walking Track,4953.44988512489
2677,6,100101712,OLRIG - 200 to 195,OPEN,Walking Track,5011.23864318297
2678,6,100101713,TIGER HILL - 190 to 185,OPEN,Walking Track,4844.47519865425
2679,6,100101714,CORRIGALL - 185 to 180,OPEN,Walking Track,4974.24508423531
2680,6,100101715,OMAKAU - 180 to 175,OPEN,Walking Track,4993.31153636556
2681,6,100101716,POOLBURN - 170 to 165,OPEN,Walking Track,4987.64543595802
2682,6,100101717,AURIPO - 165 to 160,OPEN,Walking Track,4985.33573300827
2683,6,100101718,IDA VALLEY - 160 to 155,OPEN,Walking Track,4999.50824373341
2684,6,100101719,AGNEW ROAD - 155 to 150,OPEN,Walking Track,4998.77052403975
2685,6,100101720,SEAGULL HILL - 145 to 140,OPEN,Walking Track,4988.35574659765
2686,6,100101721,WEDDERBURN - 140 to 135,OPEN,Walking Track,5000.29738633175
2687,6,100101722,RAGGEDY - 135 TO 130,OPEN,Walking Track,1238.5370438453
2688,6,100101723,GIMMBERBURN RD - 130 TO 125,OPEN,Walking Track,8740.99498279357
2689,6,100101724,WAIPIATA - 120 to 115,OPEN,Walking Track,4911.46245838983
2690,6,100101725,TAIERI - 115 to 110,OPEN,Walking Track,4975.53683700356
2691,6,100101726,KOKONGA - 110 to 105,OPEN,Walking Track,5087.20616065863
